Index,Year,Location,Location Code,Sex,Age,Value
38549,2015,Afghanistan,4,Both,20,25771
38550,2015,Afghanistan,4,Both,25,27806
38551,2015,Afghanistan,4,Both,30,28042
38552,2015,Afghanistan,4,Both,35,26376
38553,2015,Afghanistan,4,Both,40,23667
38554,2015,Afghanistan,4,Both,45,20095
38555,2015,Afghanistan,4,Both,50,15800
38556,2015,Afghanistan,4,Both,55,11667
38557,2015,Afghanistan,4,Both,60,7163
38558,2015,Afghanistan,4,Both,65,1582
38559,2015,Afghanistan,4,Both,70,790
38560,2015,Afghanistan,4,Both,75,954
38561,2015,Afghanistan,4,Male,0,21571
38562,2015,Afghanistan,4,Male,5,21175
38563,2015,Afghanistan,4,Male,10,18162
38564,2015,Afghanistan,4,Male,15,12305
38565,2015,Afghanistan,4,Male,20,12129
38566,2015,Afghanistan,4,Male,25,13458
38567,2015,Afghanistan,4,Male,30,14189
38568,2015,Afghanistan,4,Male,35,13844
38569,2015,Afghanistan,4,Male,40,12770
38570,2015,Afghanistan,4,Male,45,11014
38571,2015,Afghanistan,4,Male,50,8674
38572,2015,Afghanistan,4,Male,55,6419
38573,2015,Afghanistan,4,Male,60,4078
38574,2015,Afghanistan,4,Male,65,840
38575,2015,Afghanistan,4,Male,70,420
38576,2015,Afghanistan,4,Male,75,502
38577,2015,Afghanistan,4,Female,0,20541
38578,2015,Afghanistan,4,Female,5,21727
38579,2015,Afghanistan,4,Female,10,20130
38580,2015,Afghanistan,4,Female,15,14108
38581,2015,Afghanistan,4,Female,20,13642
38582,2015,Afghanistan,4,Female,25,14348
38583,2015,Afghanistan,4,Female,30,13853
38584,2015,Afghanistan,4,Female,35,12532
38585,2015,Afghanistan,4,Female,40,10897
38586,2015,Afghanistan,4,Female,45,9081
38587,2015,Afghanistan,4,Female,50,7126
38588,2015,Afghanistan,4,Female,55,5248
38589,2015,Afghanistan,4,Female,60,3085
38590,2015,Afghanistan,4,Female,65,742
38591,2015,Afghanistan,4,Female,70,370
38592,2015,Afghanistan,4,Female,75,452
38593,2020,Afghanistan,4,Both,0,19618
38594,2020,Afghanistan,4,Both,5,13863
38595,2020,Afghanistan,4,Both,10,13258
38596,2020,Afghanistan,4,Both,15,12910
38597,2020,Afghanistan,4,Both,20,11050
38598,2020,Afghanistan,4,Both,25,11570
38599,2020,Afghanistan,4,Both,30,11670
38600,2020,Afghanistan,4,Both,35,10983
38601,2020,Afghanistan,4,Both,40,9930
38602,2020,Afghanistan,4,Both,45,8764
38603,2020,Afghanistan,4,Both,50,7179
38604,2020,Afghanistan,4,Both,55,5549
38605,2020,Afghanistan,4,Both,60,3997
38606,2020,Afghanistan,4,Both,65,2478
38607,2020,Afghanistan,4,Both,70,708
38608,2020,Afghanistan,4,Both,75,571
38609,2020,Afghanistan,4,Male,0,9330
38610,2020,Afghanistan,4,Male,5,6214
38611,2020,Afghanistan,4,Male,10,5776
38612,2020,Afghanistan,4,Male,15,5663
38613,2020,Afghanistan,4,Male,20,4970
38614,2020,Afghanistan,4,Male,25,5359
38615,2020,Afghanistan,4,Male,30,5666
38616,2020,Afghanistan,4,Male,35,5543
38617,2020,Afghanistan,4,Male,40,5161
38618,2020,Afghanistan,4,Male,45,4630
38619,2020,Afghanistan,4,Male,50,3800
38620,2020,Afghanistan,4,Male,55,2943
38621,2020,Afghanistan,4,Male,60,2174
38622,2020,Afghanistan,4,Male,65,1298
38623,2020,Afghanistan,4,Male,70,371
38624,2020,Afghanistan,4,Male,75,291
38625,2020,Afghanistan,4,Female,0,10288
38626,2020,Afghanistan,4,Female,5,7649
38627,2020,Afghanistan,4,Female,10,7482
38628,2020,Afghanistan,4,Female,15,7247
38629,2020,Afghanistan,4,Female,20,6080
38630,2020,Afghanistan,4,Female,25,6211
38631,2020,Afghanistan,4,Female,30,6004
38632,2020,Afghanistan,4,Female,35,5440
38633,2020,Afghanistan,4,Female,40,4769
38634,2020,Afghanistan,4,Female,45,4134
38635,2020,Afghanistan,4,Female,50,3379
38636,2020,Afghanistan,4,Female,55,2606
38637,2020,Afghanistan,4,Female,60,1823
38638,2020,Afghanistan,4,Female,65,1180
38639,2020,Afghanistan,4,Female,70,337
38640,2020,Afghanistan,4,Female,75,280
38641,1990,Bangladesh,50,Both,0,44906
38642,1990,Bangladesh,50,Both,5,38414
38643,1990,Bangladesh,50,Both,10,95790
38644,1990,Bangladesh,50,Both,15,164290
38645,1990,Bangladesh,50,Both,20,190418
38646,1990,Bangladesh,50,Both,25,149364
38647,1990,Bangladesh,50,Both,30,83165
38648,1990,Bangladesh,50,Both,35,42274
38649,1990,Bangladesh,50,Both,40,25859
38650,1990,Bangladesh,50,Both,45,15821
38651,1990,Bangladesh,50,Both,50,10145
38652,1990,Bangladesh,50,Both,55,7393
38653,1990,Bangladesh,50,Both,60,6941
38654,1990,Bangladesh,50,Both,65,3419
38655,1990,Bangladesh,50,Both,70,1367
38656,1990,Bangladesh,50,Both,75,2051
38657,1990,Bangladesh,50,Male,0,23247
38658,1990,Bangladesh,50,Male,5,19379
38659,1990,Bangladesh,50,Male,10,53810
38660,1990,Bangladesh,50,Male,15,90704
38661,1990,Bangladesh,50,Male,20,98453
38662,1990,Bangladesh,50,Male,25,79010
38663,1990,Bangladesh,50,Male,30,45803
38664,1990,Bangladesh,50,Male,35,24929
38665,1990,Bangladesh,50,Male,40,14398
38666,1990,Bangladesh,50,Male,45,9044
38667,1990,Bangladesh,50,Male,50,5610
38668,1990,Bangladesh,50,Male,55,4088
38669,1990,Bangladesh,50,Male,60,3839
38670,1990,Bangladesh,50,Male,65,1891
38671,1990,Bangladesh,50,Male,70,757
38672,1990,Bangladesh,50,Male,75,1135
38673,1990,Bangladesh,50,Female,0,21659
38674,1990,Bangladesh,50,Female,5,19035
38675,1990,Bangladesh,50,Female,10,41980
38676,1990,Bangladesh,50,Female,15,73586
38677,1990,Bangladesh,50,Female,20,91965
38678,1990,Bangladesh,50,Female,25,70354
38679,1990,Bangladesh,50,Female,30,37362
38680,1990,Bangladesh,50,Female,35,17345
38681,1990,Bangladesh,50,Female,40,11461
38682,1990,Bangladesh,50,Female,45,6777
38683,1990,Bangladesh,50,Female,50,4535
38684,1990,Bangladesh,50,Female,55,3305
38685,1990,Bangladesh,50,Female,60,3102
38686,1990,Bangladesh,50,Female,65,1528
38687,1990,Bangladesh,50,Female,70,610
38688,1990,Bangladesh,50,Female,75,916
38689,1995,Bangladesh,50,Both,0,32408
38690,1995,Bangladesh,50,Both,5,38005
38691,1995,Bangladesh,50,Both,10,34315
38692,1995,Bangladesh,50,Both,15,90403
38693,1995,Bangladesh,50,Both,20,181044
38694,1995,Bangladesh,50,Both,25,205788
38695,1995,Bangladesh,50,Both,30,142404
38696,1995,Bangladesh,50,Both,35,65662
38697,1995,Bangladesh,50,Both,40,48054
38698,1995,Bangladesh,50,Both,45,31299
38699,1995,Bangladesh,50,Both,50,21287
38700,1995,Bangladesh,50,Both,55,14648
38701,1995,Bangladesh,50,Both,60,10802
38702,1995,Bangladesh,50,Both,65,8273
38703,1995,Bangladesh,50,Both,70,5765
38704,1995,Bangladesh,50,Both,75,4578
38705,1995,Bangladesh,50,Male,0,16722
38706,1995,Bangladesh,50,Male,5,19105
38707,1995,Bangladesh,50,Male,10,19223
38708,1995,Bangladesh,50,Male,15,49766
38709,1995,Bangladesh,50,Male,20,93290
38710,1995,Bangladesh,50,Male,25,108507
38711,1995,Bangladesh,50,Male,30,78203
38712,1995,Bangladesh,50,Male,35,38622
38713,1995,Bangladesh,50,Male,40,26677
38714,1995,Bangladesh,50,Male,45,17842
38715,1995,Bangladesh,50,Male,50,11735
38716,1995,Bangladesh,50,Male,55,8076
38717,1995,Bangladesh,50,Male,60,5956
38718,1995,Bangladesh,50,Male,65,4561
38719,1995,Bangladesh,50,Male,70,3179
38720,1995,Bangladesh,50,Male,75,2525
38721,1995,Bangladesh,50,Female,0,15686
38722,1995,Bangladesh,50,Female,5,18900
38723,1995,Bangladesh,50,Female,10,15092
38724,1995,Bangladesh,50,Female,15,40637
38725,1995,Bangladesh,50,Female,20,87754
38726,1995,Bangladesh,50,Female,25,97281
38727,1995,Bangladesh,50,Female,30,64201
38728,1995,Bangladesh,50,Female,35,27040
38729,1995,Bangladesh,50,Female,40,21377
38730,1995,Bangladesh,50,Female,45,13457
38731,1995,Bangladesh,50,Female,50,9552
38732,1995,Bangladesh,50,Female,55,6572
38733,1995,Bangladesh,50,Female,60,4846
38734,1995,Bangladesh,50,Female,65,3712
38735,1995,Bangladesh,50,Female,70,2586
38736,1995,Bangladesh,50,Female,75,2053
38737,2000,Bangladesh,50,Both,0,30827
38738,2000,Bangladesh,50,Both,5,39250
38739,2000,Bangladesh,50,Both,10,33637
38740,2000,Bangladesh,50,Both,15,50344
38741,2000,Bangladesh,50,Both,20,125841
38742,2000,Bangladesh,50,Both,25,195580
38743,2000,Bangladesh,50,Both,30,196479
38744,2000,Bangladesh,50,Both,35,123069
38745,2000,Bangladesh,50,Both,40,54035
38746,2000,Bangladesh,50,Both,45,41197
38747,2000,Bangladesh,50,Both,50,25497
38748,2000,Bangladesh,50,Both,55,24682
38749,2000,Bangladesh,50,Both,60,15498
38750,2000,Bangladesh,50,Both,65,12695
38751,2000,Bangladesh,50,Both,70,10946
38752,2000,Bangladesh,50,Both,75,8276
38753,2000,Bangladesh,50,Male,0,15712
38754,2000,Bangladesh,50,Male,5,19478
38755,2000,Bangladesh,50,Male,10,18651
38756,2000,Bangladesh,50,Male,15,27421
38757,2000,Bangladesh,50,Male,20,64055
38758,2000,Bangladesh,50,Male,25,101927
38759,2000,Bangladesh,50,Male,30,106755
38760,2000,Bangladesh,50,Male,35,71730
38761,2000,Bangladesh,50,Male,40,29686
38762,2000,Bangladesh,50,Male,45,23255
38763,2000,Bangladesh,50,Male,50,13908
38764,2000,Bangladesh,50,Male,55,13463
38765,2000,Bangladesh,50,Male,60,8454
38766,2000,Bangladesh,50,Male,65,6925
38767,2000,Bangladesh,50,Male,70,5972
38768,2000,Bangladesh,50,Male,75,4515
38769,2000,Bangladesh,50,Female,0,15115
38770,2000,Bangladesh,50,Female,5,19772
38771,2000,Bangladesh,50,Female,10,14986
38772,2000,Bangladesh,50,Female,15,22923
38773,2000,Bangladesh,50,Female,20,61786
38774,2000,Bangladesh,50,Female,25,93653
38775,2000,Bangladesh,50,Female,30,89724
38776,2000,Bangladesh,50,Female,35,51339
38777,2000,Bangladesh,50,Female,40,24349
38778,2000,Bangladesh,50,Female,45,17942
38779,2000,Bangladesh,50,Female,50,11589
38780,2000,Bangladesh,50,Female,55,11219
38781,2000,Bangladesh,50,Female,60,7044
38782,2000,Bangladesh,50,Female,65,5770
38783,2000,Bangladesh,50,Female,70,4974
38784,2000,Bangladesh,50,Female,75,3761
38785,2005,Bangladesh,50,Both,0,43984
38786,2005,Bangladesh,50,Both,5,49561
38787,2005,Bangladesh,50,Both,10,51551
38788,2005,Bangladesh,50,Both,15,51441
38789,2005,Bangladesh,50,Both,20,83217
38790,2005,Bangladesh,50,Both,25,141272
38791,2005,Bangladesh,50,Both,30,186820
38792,2005,Bangladesh,50,Both,35,175013
38793,2005,Bangladesh,50,Both,40,99949
38794,2005,Bangladesh,50,Both,45,52934
38795,2005,Bangladesh,50,Both,50,37934
38796,2005,Bangladesh,50,Both,55,29338
38797,2005,Bangladesh,50,Both,60,20934
38798,2005,Bangladesh,50,Both,65,14801
38799,2005,Bangladesh,50,Both,70,11181
38800,2005,Bangladesh,50,Both,75,12340
38801,2005,Bangladesh,50,Male,0,22225
38802,2005,Bangladesh,50,Male,5,24890
38803,2005,Bangladesh,50,Male,10,27810
38804,2005,Bangladesh,50,Male,15,27653
38805,2005,Bangladesh,50,Male,20,42057
38806,2005,Bangladesh,50,Male,25,73189
38807,2005,Bangladesh,50,Male,30,100929
38808,2005,Bangladesh,50,Male,35,101209
38809,2005,Bangladesh,50,Male,40,54436
38810,2005,Bangladesh,50,Male,45,29405
38811,2005,Bangladesh,50,Male,50,20422
38812,2005,Bangladesh,50,Male,55,15829
38813,2005,Bangladesh,50,Male,60,11311
38814,2005,Bangladesh,50,Male,65,8010
38815,2005,Bangladesh,50,Male,70,6063
38816,2005,Bangladesh,50,Male,75,6708
38817,2005,Bangladesh,50,Female,0,21759
38818,2005,Bangladesh,50,Female,5,24671
38819,2005,Bangladesh,50,Female,10,23741
38820,2005,Bangladesh,50,Female,15,23788
38821,2005,Bangladesh,50,Female,20,41160
38822,2005,Bangladesh,50,Female,25,68083
38823,2005,Bangladesh,50,Female,30,85891
38824,2005,Bangladesh,50,Female,35,73804
38825,2005,Bangladesh,50,Female,40,45513
38826,2005,Bangladesh,50,Female,45,23529
38827,2005,Bangladesh,50,Female,50,17512
38828,2005,Bangladesh,50,Female,55,13509
38829,2005,Bangladesh,50,Female,60,9623
38830,2005,Bangladesh,50,Female,65,6791
38831,2005,Bangladesh,50,Female,70,5118
38832,2005,Bangladesh,50,Female,75,5632
38833,2010,Bangladesh,50,Both,0,65534
38834,2010,Bangladesh,50,Both,5,70565
38835,2010,Bangladesh,50,Both,10,76409
38836,2010,Bangladesh,50,Both,15,76341
38837,2010,Bangladesh,50,Both,20,110999
38838,2010,Bangladesh,50,Both,25,139794
38839,2010,Bangladesh,50,Both,30,158328
38840,2010,Bangladesh,50,Both,35,178174
38841,2010,Bangladesh,50,Both,40,149388
38842,2010,Bangladesh,50,Both,45,101909
38843,2010,Bangladesh,50,Both,50,71310
38844,2010,Bangladesh,50,Both,55,50375
38845,2010,Bangladesh,50,Both,60,35203
38846,2010,Bangladesh,50,Both,65,23862
38847,2010,Bangladesh,50,Both,70,15480
38848,2010,Bangladesh,50,Both,75,21875
38849,2010,Bangladesh,50,Male,0,32530
38850,2010,Bangladesh,50,Male,5,35076
38851,2010,Bangladesh,50,Male,10,40279
38852,2010,Bangladesh,50,Male,15,40305
38853,2010,Bangladesh,50,Male,20,55021
38854,2010,Bangladesh,50,Male,25,70786
38855,2010,Bangladesh,50,Male,30,83498
38856,2010,Bangladesh,50,Male,35,100928
38857,2010,Bangladesh,50,Male,40,80071
38858,2010,Bangladesh,50,Male,45,55921
38859,2010,Bangladesh,50,Male,50,37881
38860,2010,Bangladesh,50,Male,55,26784
38861,2010,Bangladesh,50,Male,60,18744
38862,2010,Bangladesh,50,Male,65,12724
38863,2010,Bangladesh,50,Male,70,8261
38864,2010,Bangladesh,50,Male,75,11739
38865,2010,Bangladesh,50,Female,0,33004
38866,2010,Bangladesh,50,Female,5,35489
38867,2010,Bangladesh,50,Female,10,36130
38868,2010,Bangladesh,50,Female,15,36036
38869,2010,Bangladesh,50,Female,20,55978
38870,2010,Bangladesh,50,Female,25,69008
38871,2010,Bangladesh,50,Female,30,74830
38872,2010,Bangladesh,50,Female,35,77246
38873,2010,Bangladesh,50,Female,40,69317
38874,2010,Bangladesh,50,Female,45,45988
38875,2010,Bangladesh,50,Female,50,33429
38876,2010,Bangladesh,50,Female,55,23591
38877,2010,Bangladesh,50,Female,60,16459
38878,2010,Bangladesh,50,Female,65,11138
38879,2010,Bangladesh,50,Female,70,7219
38880,2010,Bangladesh,50,Female,75,10136
38881,2015,Bangladesh,50,Both,0,71660
38882,2015,Bangladesh,50,Both,5,71256
38883,2015,Bangladesh,50,Both,10,72984
38884,2015,Bangladesh,50,Both,15,78814
38885,2015,Bangladesh,50,Both,20,138994
38886,2015,Bangladesh,50,Both,25,164347
38887,2015,Bangladesh,50,Both,30,148916
38888,2015,Bangladesh,50,Both,35,141090
38889,2015,Bangladesh,50,Both,40,159146
38890,2015,Bangladesh,50,Both,45,135833
38891,2015,Bangladesh,50,Both,50,84699
38892,2015,Bangladesh,50,Both,55,55310
38893,2015,Bangladesh,50,Both,60,38358
38894,2015,Bangladesh,50,Both,65,24516
38895,2015,Bangladesh,50,Both,70,15298
38896,2015,Bangladesh,50,Both,75,20958
38897,2015,Bangladesh,50,Male,0,35679
38898,2015,Bangladesh,50,Male,5,35505
38899,2015,Bangladesh,50,Male,10,38457
38900,2015,Bangladesh,50,Male,15,41776
38901,2015,Bangladesh,50,Male,20,69396
38902,2015,Bangladesh,50,Male,25,83762
38903,2015,Bangladesh,50,Male,30,78690
38904,2015,Bangladesh,50,Male,35,79699
38905,2015,Bangladesh,50,Male,40,85678
38906,2015,Bangladesh,50,Male,45,75152
38907,2015,Bangladesh,50,Male,50,45275
38908,2015,Bangladesh,50,Male,55,29553
38909,2015,Bangladesh,50,Male,60,20520
38910,2015,Bangladesh,50,Male,65,13122
38911,2015,Bangladesh,50,Male,70,8192
38912,2015,Bangladesh,50,Male,75,11285
38913,2015,Bangladesh,50,Female,0,35981
38914,2015,Bangladesh,50,Female,5,35751
38915,2015,Bangladesh,50,Female,10,34527
38916,2015,Bangladesh,50,Female,15,37038
38917,2015,Bangladesh,50,Female,20,69598
38918,2015,Bangladesh,50,Female,25,80585
38919,2015,Bangladesh,50,Female,30,70226
38920,2015,Bangladesh,50,Female,35,61391
38921,2015,Bangladesh,50,Female,40,73468
38922,2015,Bangladesh,50,Female,45,60681
38923,2015,Bangladesh,50,Female,50,39424
38924,2015,Bangladesh,50,Female,55,25757
38925,2015,Bangladesh,50,Female,60,17838
38926,2015,Bangladesh,50,Female,65,11394
38927,2015,Bangladesh,50,Female,70,7106
38928,2015,Bangladesh,50,Female,75,9673
38929,2020,Bangladesh,50,Both,0,190501
38930,2020,Bangladesh,50,Both,5,173710
38931,2020,Bangladesh,50,Both,10,165792
38932,2020,Bangladesh,50,Both,15,97951
38933,2020,Bangladesh,50,Both,20,185660
38934,2020,Bangladesh,50,Both,25,244900
38935,2020,Bangladesh,50,Both,30,221554
38936,2020,Bangladesh,50,Both,35,178166
38937,2020,Bangladesh,50,Both,40,153047
38938,2020,Bangladesh,50,Both,45,167983
38939,2020,Bangladesh,50,Both,50,132601
38940,2020,Bangladesh,50,Both,55,77958
38941,2020,Bangladesh,50,Both,60,51293
38942,2020,Bangladesh,50,Both,65,32313
38943,2020,Bangladesh,50,Both,70,18864
38944,2020,Bangladesh,50,Both,75,23115
38945,2020,Bangladesh,50,Male,0,96337
38946,2020,Bangladesh,50,Male,5,88912
38947,2020,Bangladesh,50,Male,10,86406
38948,2020,Bangladesh,50,Male,15,50397
38949,2020,Bangladesh,50,Male,20,91495
38950,2020,Bangladesh,50,Male,25,122981
38951,2020,Bangladesh,50,Male,30,114165
38952,2020,Bangladesh,50,Male,35,96077
38953,2020,Bangladesh,50,Male,40,79524
38954,2020,Bangladesh,50,Male,45,90790
38955,2020,Bangladesh,50,Male,50,69993
38956,2020,Bangladesh,50,Male,55,40948
38957,2020,Bangladesh,50,Male,60,26871
38958,2020,Bangladesh,50,Male,65,16942
38959,2020,Bangladesh,50,Male,70,9875
38960,2020,Bangladesh,50,Male,75,12265
38961,2020,Bangladesh,50,Female,0,94164
38962,2020,Bangladesh,50,Female,5,84798
38963,2020,Bangladesh,50,Female,10,79386
38964,2020,Bangladesh,50,Female,15,47554
38965,2020,Bangladesh,50,Female,20,94165
38966,2020,Bangladesh,50,Female,25,121919
38967,2020,Bangladesh,50,Female,30,107389
38968,2020,Bangladesh,50,Female,35,82089
38969,2020,Bangladesh,50,Female,40,73523
38970,2020,Bangladesh,50,Female,45,77193
38971,2020,Bangladesh,50,Female,50,62608
38972,2020,Bangladesh,50,Female,55,37010
38973,2020,Bangladesh,50,Female,60,24422
38974,2020,Bangladesh,50,Female,65,15371
38975,2020,Bangladesh,50,Female,70,8989
38976,2020,Bangladesh,50,Female,75,10850
38977,1990,Bhutan,64,Both,0,736
38978,1990,Bhutan,64,Both,5,678
38979,1990,Bhutan,64,Both,10,676
38980,1990,Bhutan,64,Both,15,723
38981,1990,Bhutan,64,Both,20,1381
38982,1990,Bhutan,64,Both,25,5930
38983,1990,Bhutan,64,Both,30,3910
38984,1990,Bhutan,64,Both,35,2708
38985,1990,Bhutan,64,Both,40,2370
38986,1990,Bhutan,64,Both,45,1570
38987,1990,Bhutan,64,Both,50,1201
38988,1990,Bhutan,64,Both,55,724
38989,1990,Bhutan,64,Both,60,458
38990,1990,Bhutan,64,Both,65,333
38991,1990,Bhutan,64,Both,70,232
38992,1990,Bhutan,64,Both,75,177
38993,1990,Bhutan,64,Male,0,479
38994,1990,Bhutan,64,Male,5,448
38995,1990,Bhutan,64,Male,10,429
38996,1990,Bhutan,64,Male,15,543
38997,1990,Bhutan,64,Male,20,1287
38998,1990,Bhutan,64,Male,25,4777
38999,1990,Bhutan,64,Male,30,3473
39000,1990,Bhutan,64,Male,35,2343
39001,1990,Bhutan,64,Male,40,2005
39002,1990,Bhutan,64,Male,45,1280
39003,1990,Bhutan,64,Male,50,953
39004,1990,Bhutan,64,Male,55,550
39005,1990,Bhutan,64,Male,60,321
39006,1990,Bhutan,64,Male,65,244
39007,1990,Bhutan,64,Male,70,164
39008,1990,Bhutan,64,Male,75,113
39009,1990,Bhutan,64,Female,0,257
39010,1990,Bhutan,64,Female,5,230
39011,1990,Bhutan,64,Female,10,247
39012,1990,Bhutan,64,Female,15,180
39013,1990,Bhutan,64,Female,20,94
39014,1990,Bhutan,64,Female,25,1153
39015,1990,Bhutan,64,Female,30,437
39016,1990,Bhutan,64,Female,35,365
39017,1990,Bhutan,64,Female,40,365
39018,1990,Bhutan,64,Female,45,290
39019,1990,Bhutan,64,Female,50,248
39020,1990,Bhutan,64,Female,55,174
39021,1990,Bhutan,64,Female,60,137
39022,1990,Bhutan,64,Female,65,89
39023,1990,Bhutan,64,Female,70,68
39024,1990,Bhutan,64,Female,75,64
39025,1995,Bhutan,64,Both,0,906
39026,1995,Bhutan,64,Both,5,972
39027,1995,Bhutan,64,Both,10,895
39028,1995,Bhutan,64,Both,15,974
39029,1995,Bhutan,64,Both,20,1643
39030,1995,Bhutan,64,Both,25,2449
39031,1995,Bhutan,64,Both,30,6517
39032,1995,Bhutan,64,Both,35,4134
39033,1995,Bhutan,64,Both,40,2864
39034,1995,Bhutan,64,Both,45,2315
39035,1995,Bhutan,64,Both,50,1486
39036,1995,Bhutan,64,Both,55,1129
39037,1995,Bhutan,64,Both,60,686
39038,1995,Bhutan,64,Both,65,433
39039,1995,Bhutan,64,Both,70,305
39040,1995,Bhutan,64,Both,75,264
39041,1995,Bhutan,64,Male,0,582
39042,1995,Bhutan,64,Male,5,634
39043,1995,Bhutan,64,Male,10,560
39044,1995,Bhutan,64,Male,15,726
39045,1995,Bhutan,64,Male,20,1528
39046,1995,Bhutan,64,Male,25,1961
39047,1995,Bhutan,64,Male,30,5763
39048,1995,Bhutan,64,Male,35,3562
39049,1995,Bhutan,64,Male,40,2412
39050,1995,Bhutan,64,Male,45,1877
39051,1995,Bhutan,64,Male,50,1171
39052,1995,Bhutan,64,Male,55,851
39053,1995,Bhutan,64,Male,60,475
39054,1995,Bhutan,64,Male,65,314
39055,1995,Bhutan,64,Male,70,213
39056,1995,Bhutan,64,Male,75,175
39057,1995,Bhutan,64,Female,0,324
39058,1995,Bhutan,64,Female,5,338
39059,1995,Bhutan,64,Female,10,335
39060,1995,Bhutan,64,Female,15,248
39061,1995,Bhutan,64,Female,20,115
39062,1995,Bhutan,64,Female,25,488
39063,1995,Bhutan,64,Female,30,754
39064,1995,Bhutan,64,Female,35,572
39065,1995,Bhutan,64,Female,40,452
39066,1995,Bhutan,64,Female,45,438
39067,1995,Bhutan,64,Female,50,315
39068,1995,Bhutan,64,Female,55,278
39069,1995,Bhutan,64,Female,60,211
39070,1995,Bhutan,64,Female,65,119
39071,1995,Bhutan,64,Female,70,92
39072,1995,Bhutan,64,Female,75,89
39073,2000,Bhutan,64,Both,0,784
39074,2000,Bhutan,64,Both,5,1215
39075,2000,Bhutan,64,Both,10,1102
39076,2000,Bhutan,64,Both,15,1525
39077,2000,Bhutan,64,Both,20,2236
39078,2000,Bhutan,64,Both,25,2627
39079,2000,Bhutan,64,Both,30,2988
39080,2000,Bhutan,64,Both,35,6622
39081,2000,Bhutan,64,Both,40,4059
39082,2000,Bhutan,64,Both,45,2809
39083,2000,Bhutan,64,Both,50,2142
39084,2000,Bhutan,64,Both,55,1531
39085,2000,Bhutan,64,Both,60,1060
39086,2000,Bhutan,64,Both,65,641
39087,2000,Bhutan,64,Both,70,444
39088,2000,Bhutan,64,Both,75,352
39089,2000,Bhutan,64,Male,0,516
39090,2000,Bhutan,64,Male,5,811
39091,2000,Bhutan,64,Male,10,708
39092,2000,Bhutan,64,Male,15,1153
39093,2000,Bhutan,64,Male,20,2087
39094,2000,Bhutan,64,Male,25,2127
39095,2000,Bhutan,64,Male,30,2654
39096,2000,Bhutan,64,Male,35,5745
39097,2000,Bhutan,64,Male,40,3446
39098,2000,Bhutan,64,Male,45,2301
39099,2000,Bhutan,64,Male,50,1708
39100,2000,Bhutan,64,Male,55,1170
39101,2000,Bhutan,64,Male,60,747
39102,2000,Bhutan,64,Male,65,472
39103,2000,Bhutan,64,Male,70,316
39104,2000,Bhutan,64,Male,75,239
39105,2000,Bhutan,64,Female,0,268
39106,2000,Bhutan,64,Female,5,404
39107,2000,Bhutan,64,Female,10,394
39108,2000,Bhutan,64,Female,15,372
39109,2000,Bhutan,64,Female,20,149
39110,2000,Bhutan,64,Female,25,500
39111,2000,Bhutan,64,Female,30,334
39112,2000,Bhutan,64,Female,35,877
39113,2000,Bhutan,64,Female,40,613
39114,2000,Bhutan,64,Female,45,508
39115,2000,Bhutan,64,Female,50,434
39116,2000,Bhutan,64,Female,55,361
39117,2000,Bhutan,64,Female,60,313
39118,2000,Bhutan,64,Female,65,169
39119,2000,Bhutan,64,Female,70,128
39120,2000,Bhutan,64,Female,75,113
39121,2005,Bhutan,64,Both,0,796
39122,2005,Bhutan,64,Both,5,850
39123,2005,Bhutan,64,Both,10,933
39124,2005,Bhutan,64,Both,15,1816
39125,2005,Bhutan,64,Both,20,11357
39126,2005,Bhutan,64,Both,25,7057
39127,2005,Bhutan,64,Both,30,4750
39128,2005,Bhutan,64,Both,35,4196
39129,2005,Bhutan,64,Both,40,2780
39130,2005,Bhutan,64,Both,45,2168
39131,2005,Bhutan,64,Both,50,1263
39132,2005,Bhutan,64,Both,55,767
39133,2005,Bhutan,64,Both,60,553
39134,2005,Bhutan,64,Both,65,376
39135,2005,Bhutan,64,Both,70,270
39136,2005,Bhutan,64,Both,75,347
39137,2005,Bhutan,64,Male,0,465
39138,2005,Bhutan,64,Male,5,507
39139,2005,Bhutan,64,Male,10,529
39140,2005,Bhutan,64,Male,15,1278
39141,2005,Bhutan,64,Male,20,10434
39142,2005,Bhutan,64,Male,25,5428
39143,2005,Bhutan,64,Male,30,4114
39144,2005,Bhutan,64,Male,35,3523
39145,2005,Bhutan,64,Male,40,2271
39146,2005,Bhutan,64,Male,45,1693
39147,2005,Bhutan,64,Male,50,953
39148,2005,Bhutan,64,Male,55,548
39149,2005,Bhutan,64,Male,60,356
39150,2005,Bhutan,64,Male,65,256
39151,2005,Bhutan,64,Male,70,176
39152,2005,Bhutan,64,Male,75,211
39153,2005,Bhutan,64,Female,0,331
39154,2005,Bhutan,64,Female,5,343
39155,2005,Bhutan,64,Female,10,404
39156,2005,Bhutan,64,Female,15,538
39157,2005,Bhutan,64,Female,20,923
39158,2005,Bhutan,64,Female,25,1629
39159,2005,Bhutan,64,Female,30,636
39160,2005,Bhutan,64,Female,35,673
39161,2005,Bhutan,64,Female,40,509
39162,2005,Bhutan,64,Female,45,475
39163,2005,Bhutan,64,Female,50,310
39164,2005,Bhutan,64,Female,55,219
39165,2005,Bhutan,64,Female,60,197
39166,2005,Bhutan,64,Female,65,120
39167,2005,Bhutan,64,Female,70,94
39168,2005,Bhutan,64,Female,75,136
39169,2010,Bhutan,64,Both,0,565
39170,2010,Bhutan,64,Both,5,1171
