Index,Year,Location,Location Code,Sex,Age,Value
21195,1990,Eswatini,748,Male,50,1708
21196,1990,Eswatini,748,Male,55,1360
21197,1990,Eswatini,748,Male,60,1079
21198,1990,Eswatini,748,Male,65,750
21199,1990,Eswatini,748,Male,70,766
21200,1990,Eswatini,748,Male,75,921
21201,1990,Eswatini,748,Female,0,1787
21202,1990,Eswatini,748,Female,5,1904
21203,1990,Eswatini,748,Female,10,2712
21204,1990,Eswatini,748,Female,15,3662
21205,1990,Eswatini,748,Female,20,3859
21206,1990,Eswatini,748,Female,25,3696
21207,1990,Eswatini,748,Female,30,3503
21208,1990,Eswatini,748,Female,35,3034
21209,1990,Eswatini,748,Female,40,2482
21210,1990,Eswatini,748,Female,45,2037
21211,1990,Eswatini,748,Female,50,1580
21212,1990,Eswatini,748,Female,55,1288
21213,1990,Eswatini,748,Female,60,1036
21214,1990,Eswatini,748,Female,65,742
21215,1990,Eswatini,748,Female,70,782
21216,1990,Eswatini,748,Female,75,982
21217,1995,Eswatini,748,Both,0,1634
21218,1995,Eswatini,748,Both,5,1742
21219,1995,Eswatini,748,Both,10,1967
21220,1995,Eswatini,748,Both,15,3528
21221,1995,Eswatini,748,Both,20,4057
21222,1995,Eswatini,748,Both,25,3808
21223,1995,Eswatini,748,Both,30,3590
21224,1995,Eswatini,748,Both,35,3411
21225,1995,Eswatini,748,Both,40,2683
21226,1995,Eswatini,748,Both,45,2281
21227,1995,Eswatini,748,Both,50,1730
21228,1995,Eswatini,748,Both,55,1320
21229,1995,Eswatini,748,Both,60,1136
21230,1995,Eswatini,748,Both,65,826
21231,1995,Eswatini,748,Both,70,558
21232,1995,Eswatini,748,Both,75,886
21233,1995,Eswatini,748,Male,0,829
21234,1995,Eswatini,748,Male,5,890
21235,1995,Eswatini,748,Male,10,1048
21236,1995,Eswatini,748,Male,15,1932
21237,1995,Eswatini,748,Male,20,2239
21238,1995,Eswatini,748,Male,25,2053
21239,1995,Eswatini,748,Male,30,1921
21240,1995,Eswatini,748,Male,35,1835
21241,1995,Eswatini,748,Male,40,1447
21242,1995,Eswatini,748,Male,45,1216
21243,1995,Eswatini,748,Male,50,907
21244,1995,Eswatini,748,Male,55,679
21245,1995,Eswatini,748,Male,60,584
21246,1995,Eswatini,748,Male,65,417
21247,1995,Eswatini,748,Male,70,279
21248,1995,Eswatini,748,Male,75,425
21249,1995,Eswatini,748,Female,0,805
21250,1995,Eswatini,748,Female,5,852
21251,1995,Eswatini,748,Female,10,919
21252,1995,Eswatini,748,Female,15,1596
21253,1995,Eswatini,748,Female,20,1818
21254,1995,Eswatini,748,Female,25,1755
21255,1995,Eswatini,748,Female,30,1669
21256,1995,Eswatini,748,Female,35,1576
21257,1995,Eswatini,748,Female,40,1236
21258,1995,Eswatini,748,Female,45,1065
21259,1995,Eswatini,748,Female,50,823
21260,1995,Eswatini,748,Female,55,641
21261,1995,Eswatini,748,Female,60,552
21262,1995,Eswatini,748,Female,65,409
21263,1995,Eswatini,748,Female,70,279
21264,1995,Eswatini,748,Female,75,461
21265,2000,Eswatini,748,Both,0,1848
21266,2000,Eswatini,748,Both,5,1780
21267,2000,Eswatini,748,Both,10,1847
21268,2000,Eswatini,748,Both,15,2756
21269,2000,Eswatini,748,Both,20,3647
21270,2000,Eswatini,748,Both,25,3875
21271,2000,Eswatini,748,Both,30,3495
21272,2000,Eswatini,748,Both,35,3270
21273,2000,Eswatini,748,Both,40,2650
21274,2000,Eswatini,748,Both,45,2285
21275,2000,Eswatini,748,Both,50,1802
21276,2000,Eswatini,748,Both,55,1351
21277,2000,Eswatini,748,Both,60,1124
21278,2000,Eswatini,748,Both,65,853
21279,2000,Eswatini,748,Both,70,575
21280,2000,Eswatini,748,Both,75,926
21281,2000,Eswatini,748,Male,0,933
21282,2000,Eswatini,748,Male,5,893
21283,2000,Eswatini,748,Male,10,949
21284,2000,Eswatini,748,Male,15,1440
21285,2000,Eswatini,748,Male,20,1956
21286,2000,Eswatini,748,Male,25,2090
21287,2000,Eswatini,748,Male,30,1911
21288,2000,Eswatini,748,Male,35,1800
21289,2000,Eswatini,748,Male,40,1456
21290,2000,Eswatini,748,Male,45,1229
21291,2000,Eswatini,748,Male,50,959
21292,2000,Eswatini,748,Male,55,689
21293,2000,Eswatini,748,Male,60,564
21294,2000,Eswatini,748,Male,65,403
21295,2000,Eswatini,748,Male,70,261
21296,2000,Eswatini,748,Male,75,388
21297,2000,Eswatini,748,Female,0,915
21298,2000,Eswatini,748,Female,5,887
21299,2000,Eswatini,748,Female,10,898
21300,2000,Eswatini,748,Female,15,1316
21301,2000,Eswatini,748,Female,20,1691
21302,2000,Eswatini,748,Female,25,1785
21303,2000,Eswatini,748,Female,30,1584
21304,2000,Eswatini,748,Female,35,1470
21305,2000,Eswatini,748,Female,40,1194
21306,2000,Eswatini,748,Female,45,1056
21307,2000,Eswatini,748,Female,50,843
21308,2000,Eswatini,748,Female,55,662
21309,2000,Eswatini,748,Female,60,560
21310,2000,Eswatini,748,Female,65,450
21311,2000,Eswatini,748,Female,70,314
21312,2000,Eswatini,748,Female,75,538
21313,2005,Eswatini,748,Both,0,2129
21314,2005,Eswatini,748,Both,5,1855
21315,2005,Eswatini,748,Both,10,1735
21316,2005,Eswatini,748,Both,15,1894
21317,2005,Eswatini,748,Both,20,3226
21318,2005,Eswatini,748,Both,25,4017
21319,2005,Eswatini,748,Both,30,3442
21320,2005,Eswatini,748,Both,35,3159
21321,2005,Eswatini,748,Both,40,2655
21322,2005,Eswatini,748,Both,45,2327
21323,2005,Eswatini,748,Both,50,1918
21324,2005,Eswatini,748,Both,55,1410
21325,2005,Eswatini,748,Both,60,1130
21326,2005,Eswatini,748,Both,65,900
21327,2005,Eswatini,748,Both,70,605
21328,2005,Eswatini,748,Both,75,990
21329,2005,Eswatini,748,Male,0,1071
21330,2005,Eswatini,748,Male,5,913
21331,2005,Eswatini,748,Male,10,838
21332,2005,Eswatini,748,Male,15,914
21333,2005,Eswatini,748,Male,20,1642
21334,2005,Eswatini,748,Male,25,2173
21335,2005,Eswatini,748,Male,30,1943
21336,2005,Eswatini,748,Male,35,1799
21337,2005,Eswatini,748,Male,40,1499
21338,2005,Eswatini,748,Male,45,1272
21339,2005,Eswatini,748,Male,50,1039
21340,2005,Eswatini,748,Male,55,715
21341,2005,Eswatini,748,Male,60,552
21342,2005,Eswatini,748,Male,65,393
21343,2005,Eswatini,748,Male,70,244
21344,2005,Eswatini,748,Male,75,362
21345,2005,Eswatini,748,Female,0,1058
21346,2005,Eswatini,748,Female,5,942
21347,2005,Eswatini,748,Female,10,897
21348,2005,Eswatini,748,Female,15,980
21349,2005,Eswatini,748,Female,20,1584
21350,2005,Eswatini,748,Female,25,1844
21351,2005,Eswatini,748,Female,30,1499
21352,2005,Eswatini,748,Female,35,1360
21353,2005,Eswatini,748,Female,40,1156
21354,2005,Eswatini,748,Female,45,1055
21355,2005,Eswatini,748,Female,50,879
21356,2005,Eswatini,748,Female,55,695
21357,2005,Eswatini,748,Female,60,578
21358,2005,Eswatini,748,Female,65,507
21359,2005,Eswatini,748,Female,70,361
21360,2005,Eswatini,748,Female,75,628
21361,2010,Eswatini,748,Both,0,2046
21362,2010,Eswatini,748,Both,5,1914
21363,2010,Eswatini,748,Both,10,1725
21364,2010,Eswatini,748,Both,15,1744
21365,2010,Eswatini,748,Both,20,2460
21366,2010,Eswatini,748,Both,25,3480
21367,2010,Eswatini,748,Both,30,3584
21368,2010,Eswatini,748,Both,35,3172
21369,2010,Eswatini,748,Both,40,2793
21370,2010,Eswatini,748,Both,45,2394
21371,2010,Eswatini,748,Both,50,2039
21372,2010,Eswatini,748,Both,55,1598
21373,2010,Eswatini,748,Both,60,1220
21374,2010,Eswatini,748,Both,65,975
21375,2010,Eswatini,748,Both,70,723
21376,2010,Eswatini,748,Both,75,770
21377,2010,Eswatini,748,Male,0,1015
21378,2010,Eswatini,748,Male,5,938
21379,2010,Eswatini,748,Male,10,828
21380,2010,Eswatini,748,Male,15,831
21381,2010,Eswatini,748,Male,20,1204
21382,2010,Eswatini,748,Male,25,1805
21383,2010,Eswatini,748,Male,30,1957
21384,2010,Eswatini,748,Male,35,1775
21385,2010,Eswatini,748,Male,40,1564
21386,2010,Eswatini,748,Male,45,1315
21387,2010,Eswatini,748,Male,50,1094
21388,2010,Eswatini,748,Male,55,828
21389,2010,Eswatini,748,Male,60,598
21390,2010,Eswatini,748,Male,65,446
21391,2010,Eswatini,748,Male,70,297
21392,2010,Eswatini,748,Male,75,295
21393,2010,Eswatini,748,Female,0,1031
21394,2010,Eswatini,748,Female,5,976
21395,2010,Eswatini,748,Female,10,897
21396,2010,Eswatini,748,Female,15,913
21397,2010,Eswatini,748,Female,20,1256
21398,2010,Eswatini,748,Female,25,1675
21399,2010,Eswatini,748,Female,30,1627
21400,2010,Eswatini,748,Female,35,1397
21401,2010,Eswatini,748,Female,40,1229
21402,2010,Eswatini,748,Female,45,1079
21403,2010,Eswatini,748,Female,50,945
21404,2010,Eswatini,748,Female,55,770
21405,2010,Eswatini,748,Female,60,622
21406,2010,Eswatini,748,Female,65,529
21407,2010,Eswatini,748,Female,70,426
21408,2010,Eswatini,748,Female,75,475
21409,2015,Eswatini,748,Both,0,1989
21410,2015,Eswatini,748,Both,5,1925
21411,2015,Eswatini,748,Both,10,1769
21412,2015,Eswatini,748,Both,15,1686
21413,2015,Eswatini,748,Both,20,2043
21414,2015,Eswatini,748,Both,25,2887
21415,2015,Eswatini,748,Both,30,3434
21416,2015,Eswatini,748,Both,35,3284
21417,2015,Eswatini,748,Both,40,2899
21418,2015,Eswatini,748,Both,45,2522
21419,2015,Eswatini,748,Both,50,2155
21420,2015,Eswatini,748,Both,55,1768
21421,2015,Eswatini,748,Both,60,1370
21422,2015,Eswatini,748,Both,65,1067
21423,2015,Eswatini,748,Both,70,825
21424,2015,Eswatini,748,Both,75,729
21425,2015,Eswatini,748,Male,0,985
21426,2015,Eswatini,748,Male,5,947
21427,2015,Eswatini,748,Male,10,855
21428,2015,Eswatini,748,Male,15,804
21429,2015,Eswatini,748,Male,20,986
21430,2015,Eswatini,748,Male,25,1455
21431,2015,Eswatini,748,Male,30,1826
21432,2015,Eswatini,748,Male,35,1810
21433,2015,Eswatini,748,Male,40,1618
21434,2015,Eswatini,748,Male,45,1395
21435,2015,Eswatini,748,Male,50,1168
21436,2015,Eswatini,748,Male,55,932
21437,2015,Eswatini,748,Male,60,691
21438,2015,Eswatini,748,Male,65,506
21439,2015,Eswatini,748,Male,70,358
21440,2015,Eswatini,748,Male,75,291
21441,2015,Eswatini,748,Female,0,1004
21442,2015,Eswatini,748,Female,5,978
21443,2015,Eswatini,748,Female,10,914
21444,2015,Eswatini,748,Female,15,882
21445,2015,Eswatini,748,Female,20,1057
21446,2015,Eswatini,748,Female,25,1432
21447,2015,Eswatini,748,Female,30,1608
21448,2015,Eswatini,748,Female,35,1474
21449,2015,Eswatini,748,Female,40,1281
21450,2015,Eswatini,748,Female,45,1127
21451,2015,Eswatini,748,Female,50,987
21452,2015,Eswatini,748,Female,55,836
21453,2015,Eswatini,748,Female,60,679
21454,2015,Eswatini,748,Female,65,561
21455,2015,Eswatini,748,Female,70,467
21456,2015,Eswatini,748,Female,75,438
21457,2020,Eswatini,748,Both,0,1897
21458,2020,Eswatini,748,Both,5,1809
21459,2020,Eswatini,748,Both,10,1759
21460,2020,Eswatini,748,Both,15,1834
21461,2020,Eswatini,748,Both,20,2134
21462,2020,Eswatini,748,Both,25,2588
21463,2020,Eswatini,748,Both,30,3110
21464,2020,Eswatini,748,Both,35,3370
21465,2020,Eswatini,748,Both,40,3082
21466,2020,Eswatini,748,Both,45,2692
21467,2020,Eswatini,748,Both,50,2264
21468,2020,Eswatini,748,Both,55,1887
21469,2020,Eswatini,748,Both,60,1490
21470,2020,Eswatini,748,Both,65,1132
21471,2020,Eswatini,748,Both,70,862
21472,2020,Eswatini,748,Both,75,948
21473,2020,Eswatini,748,Male,0,935
21474,2020,Eswatini,748,Male,5,888
21475,2020,Eswatini,748,Male,10,850
21476,2020,Eswatini,748,Male,15,878
21477,2020,Eswatini,748,Male,20,1034
21478,2020,Eswatini,748,Male,25,1311
21479,2020,Eswatini,748,Male,30,1661
21480,2020,Eswatini,748,Male,35,1864
21481,2020,Eswatini,748,Male,40,1727
21482,2020,Eswatini,748,Male,45,1497
21483,2020,Eswatini,748,Male,50,1233
21484,2020,Eswatini,748,Male,55,999
21485,2020,Eswatini,748,Male,60,752
21486,2020,Eswatini,748,Male,65,536
21487,2020,Eswatini,748,Male,70,373
21488,2020,Eswatini,748,Male,75,383
21489,2020,Eswatini,748,Female,0,962
21490,2020,Eswatini,748,Female,5,921
21491,2020,Eswatini,748,Female,10,909
21492,2020,Eswatini,748,Female,15,956
21493,2020,Eswatini,748,Female,20,1100
21494,2020,Eswatini,748,Female,25,1277
21495,2020,Eswatini,748,Female,30,1449
21496,2020,Eswatini,748,Female,35,1506
21497,2020,Eswatini,748,Female,40,1355
21498,2020,Eswatini,748,Female,45,1195
21499,2020,Eswatini,748,Female,50,1031
21500,2020,Eswatini,748,Female,55,888
21501,2020,Eswatini,748,Female,60,738
21502,2020,Eswatini,748,Female,65,596
21503,2020,Eswatini,748,Female,70,489
21504,2020,Eswatini,748,Female,75,565
21505,1990,Lesotho,426,Both,0,764
21506,1990,Lesotho,426,Both,5,665
21507,1990,Lesotho,426,Both,10,592
21508,1990,Lesotho,426,Both,15,584
21509,1990,Lesotho,426,Both,20,747
21510,1990,Lesotho,426,Both,25,909
21511,1990,Lesotho,426,Both,30,986
21512,1990,Lesotho,426,Both,35,823
21513,1990,Lesotho,426,Both,40,649
21514,1990,Lesotho,426,Both,45,503
21515,1990,Lesotho,426,Both,50,378
21516,1990,Lesotho,426,Both,55,271
21517,1990,Lesotho,426,Both,60,135
21518,1990,Lesotho,426,Both,65,74
21519,1990,Lesotho,426,Both,70,63
21520,1990,Lesotho,426,Both,75,97
21521,1990,Lesotho,426,Male,0,381
21522,1990,Lesotho,426,Male,5,333
21523,1990,Lesotho,426,Male,10,295
21524,1990,Lesotho,426,Male,15,281
21525,1990,Lesotho,426,Male,20,355
21526,1990,Lesotho,426,Male,25,461
21527,1990,Lesotho,426,Male,30,535
21528,1990,Lesotho,426,Male,35,475
21529,1990,Lesotho,426,Male,40,376
21530,1990,Lesotho,426,Male,45,287
21531,1990,Lesotho,426,Male,50,214
21532,1990,Lesotho,426,Male,55,152
21533,1990,Lesotho,426,Male,60,73
21534,1990,Lesotho,426,Male,65,37
21535,1990,Lesotho,426,Male,70,29
21536,1990,Lesotho,426,Male,75,34
21537,1990,Lesotho,426,Female,0,383
21538,1990,Lesotho,426,Female,5,332
21539,1990,Lesotho,426,Female,10,297
21540,1990,Lesotho,426,Female,15,303
21541,1990,Lesotho,426,Female,20,392
21542,1990,Lesotho,426,Female,25,448
21543,1990,Lesotho,426,Female,30,451
21544,1990,Lesotho,426,Female,35,348
21545,1990,Lesotho,426,Female,40,273
21546,1990,Lesotho,426,Female,45,216
21547,1990,Lesotho,426,Female,50,164
21548,1990,Lesotho,426,Female,55,119
21549,1990,Lesotho,426,Female,60,62
21550,1990,Lesotho,426,Female,65,37
21551,1990,Lesotho,426,Female,70,34
21552,1990,Lesotho,426,Female,75,63
21553,1995,Lesotho,426,Both,0,656
21554,1995,Lesotho,426,Both,5,568
21555,1995,Lesotho,426,Both,10,567
21556,1995,Lesotho,426,Both,15,587
21557,1995,Lesotho,426,Both,20,715
21558,1995,Lesotho,426,Both,25,816
21559,1995,Lesotho,426,Both,30,853
21560,1995,Lesotho,426,Both,35,705
21561,1995,Lesotho,426,Both,40,548
21562,1995,Lesotho,426,Both,45,410
21563,1995,Lesotho,426,Both,50,286
21564,1995,Lesotho,426,Both,55,209
21565,1995,Lesotho,426,Both,60,104
21566,1995,Lesotho,426,Both,65,57
21567,1995,Lesotho,426,Both,70,48
21568,1995,Lesotho,426,Both,75,75
21569,1995,Lesotho,426,Male,0,337
21570,1995,Lesotho,426,Male,5,292
21571,1995,Lesotho,426,Male,10,292
21572,1995,Lesotho,426,Male,15,296
21573,1995,Lesotho,426,Male,20,357
21574,1995,Lesotho,426,Male,25,425
21575,1995,Lesotho,426,Male,30,468
21576,1995,Lesotho,426,Male,35,406
21577,1995,Lesotho,426,Male,40,316
21578,1995,Lesotho,426,Male,45,233
21579,1995,Lesotho,426,Male,50,159
21580,1995,Lesotho,426,Male,55,113
21581,1995,Lesotho,426,Male,60,56
21582,1995,Lesotho,426,Male,65,29
21583,1995,Lesotho,426,Male,70,22
21584,1995,Lesotho,426,Male,75,26
21585,1995,Lesotho,426,Female,0,319
21586,1995,Lesotho,426,Female,5,276
21587,1995,Lesotho,426,Female,10,275
21588,1995,Lesotho,426,Female,15,291
21589,1995,Lesotho,426,Female,20,358
21590,1995,Lesotho,426,Female,25,391
21591,1995,Lesotho,426,Female,30,385
21592,1995,Lesotho,426,Female,35,299
21593,1995,Lesotho,426,Female,40,232
21594,1995,Lesotho,426,Female,45,177
21595,1995,Lesotho,426,Female,50,127
21596,1995,Lesotho,426,Female,55,96
21597,1995,Lesotho,426,Female,60,48
21598,1995,Lesotho,426,Female,65,28
21599,1995,Lesotho,426,Female,70,26
21600,1995,Lesotho,426,Female,75,49
21601,2000,Lesotho,426,Both,0,548
21602,2000,Lesotho,426,Both,5,471
21603,2000,Lesotho,426,Both,10,541
21604,2000,Lesotho,426,Both,15,590
21605,2000,Lesotho,426,Both,20,682
21606,2000,Lesotho,426,Both,25,723
21607,2000,Lesotho,426,Both,30,721
21608,2000,Lesotho,426,Both,35,586
21609,2000,Lesotho,426,Both,40,447
21610,2000,Lesotho,426,Both,45,316
21611,2000,Lesotho,426,Both,50,194
21612,2000,Lesotho,426,Both,55,147
21613,2000,Lesotho,426,Both,60,74
21614,2000,Lesotho,426,Both,65,40
21615,2000,Lesotho,426,Both,70,34
21616,2000,Lesotho,426,Both,75,53
21617,2000,Lesotho,426,Male,0,293
21618,2000,Lesotho,426,Male,5,252
21619,2000,Lesotho,426,Male,10,289
21620,2000,Lesotho,426,Male,15,310
21621,2000,Lesotho,426,Male,20,357
21622,2000,Lesotho,426,Male,25,389
21623,2000,Lesotho,426,Male,30,402
21624,2000,Lesotho,426,Male,35,337
21625,2000,Lesotho,426,Male,40,255
21626,2000,Lesotho,426,Male,45,178
21627,2000,Lesotho,426,Male,50,104
21628,2000,Lesotho,426,Male,55,74
21629,2000,Lesotho,426,Male,60,40
21630,2000,Lesotho,426,Male,65,20
21631,2000,Lesotho,426,Male,70,16
21632,2000,Lesotho,426,Male,75,19
21633,2000,Lesotho,426,Female,0,255
21634,2000,Lesotho,426,Female,5,219
21635,2000,Lesotho,426,Female,10,252
21636,2000,Lesotho,426,Female,15,280
21637,2000,Lesotho,426,Female,20,325
21638,2000,Lesotho,426,Female,25,334
21639,2000,Lesotho,426,Female,30,319
21640,2000,Lesotho,426,Female,35,249
21641,2000,Lesotho,426,Female,40,192
21642,2000,Lesotho,426,Female,45,138
21643,2000,Lesotho,426,Female,50,90
21644,2000,Lesotho,426,Female,55,73
21645,2000,Lesotho,426,Female,60,34
21646,2000,Lesotho,426,Female,65,20
21647,2000,Lesotho,426,Female,70,18
21648,2000,Lesotho,426,Female,75,34
21649,2005,Lesotho,426,Both,0,371
21650,2005,Lesotho,426,Both,5,232
21651,2005,Lesotho,426,Both,10,278
21652,2005,Lesotho,426,Both,15,405
21653,2005,Lesotho,426,Both,20,814
21654,2005,Lesotho,426,Both,25,872
21655,2005,Lesotho,426,Both,30,835
21656,2005,Lesotho,426,Both,35,768
21657,2005,Lesotho,426,Both,40,590
21658,2005,Lesotho,426,Both,45,442
21659,2005,Lesotho,426,Both,50,289
21660,2005,Lesotho,426,Both,55,167
21661,2005,Lesotho,426,Both,60,83
21662,2005,Lesotho,426,Both,65,45
21663,2005,Lesotho,426,Both,70,39
21664,2005,Lesotho,426,Both,75,60
21665,2005,Lesotho,426,Male,0,198
21666,2005,Lesotho,426,Male,5,124
21667,2005,Lesotho,426,Male,10,148
21668,2005,Lesotho,426,Male,15,212
21669,2005,Lesotho,426,Male,20,424
21670,2005,Lesotho,426,Male,25,468
21671,2005,Lesotho,426,Male,30,461
21672,2005,Lesotho,426,Male,35,440
21673,2005,Lesotho,426,Male,40,336
21674,2005,Lesotho,426,Male,45,247
21675,2005,Lesotho,426,Male,50,154
21676,2005,Lesotho,426,Male,55,83
21677,2005,Lesotho,426,Male,60,45
21678,2005,Lesotho,426,Male,65,23
21679,2005,Lesotho,426,Male,70,18
21680,2005,Lesotho,426,Male,75,21
21681,2005,Lesotho,426,Female,0,173
21682,2005,Lesotho,426,Female,5,108
21683,2005,Lesotho,426,Female,10,130
21684,2005,Lesotho,426,Female,15,193
21685,2005,Lesotho,426,Female,20,390
21686,2005,Lesotho,426,Female,25,404
21687,2005,Lesotho,426,Female,30,374
21688,2005,Lesotho,426,Female,35,328
21689,2005,Lesotho,426,Female,40,254
21690,2005,Lesotho,426,Female,45,195
21691,2005,Lesotho,426,Female,50,135
21692,2005,Lesotho,426,Female,55,84
21693,2005,Lesotho,426,Female,60,38
21694,2005,Lesotho,426,Female,65,22
21695,2005,Lesotho,426,Female,70,21
21696,2005,Lesotho,426,Female,75,39
21697,2010,Lesotho,426,Both,0,394
21698,2010,Lesotho,426,Both,5,181
21699,2010,Lesotho,426,Both,10,172
21700,2010,Lesotho,426,Both,15,379
21701,2010,Lesotho,426,Both,20,551
21702,2010,Lesotho,426,Both,25,916
21703,2010,Lesotho,426,Both,30,909
21704,2010,Lesotho,426,Both,35,789
21705,2010,Lesotho,426,Both,40,672
21706,2010,Lesotho,426,Both,45,520
21707,2010,Lesotho,426,Both,50,381
21708,2010,Lesotho,426,Both,55,236
21709,2010,Lesotho,426,Both,60,126
21710,2010,Lesotho,426,Both,65,73
21711,2010,Lesotho,426,Both,70,45
21712,2010,Lesotho,426,Both,75,70
21713,2010,Lesotho,426,Male,0,210
21714,2010,Lesotho,426,Male,5,97
21715,2010,Lesotho,426,Male,10,92
21716,2010,Lesotho,426,Male,15,198
21717,2010,Lesotho,426,Male,20,287
21718,2010,Lesotho,426,Male,25,490
21719,2010,Lesotho,426,Male,30,503
21720,2010,Lesotho,426,Male,35,451
21721,2010,Lesotho,426,Male,40,382
21722,2010,Lesotho,426,Male,45,291
21723,2010,Lesotho,426,Male,50,202
21724,2010,Lesotho,426,Male,55,116
21725,2010,Lesotho,426,Male,60,67
21726,2010,Lesotho,426,Male,65,37
21727,2010,Lesotho,426,Male,70,21
21728,2010,Lesotho,426,Male,75,25
21729,2010,Lesotho,426,Female,0,184
21730,2010,Lesotho,426,Female,5,84
21731,2010,Lesotho,426,Female,10,80
21732,2010,Lesotho,426,Female,15,181
21733,2010,Lesotho,426,Female,20,264
21734,2010,Lesotho,426,Female,25,426
21735,2010,Lesotho,426,Female,30,406
21736,2010,Lesotho,426,Female,35,338
21737,2010,Lesotho,426,Female,40,290
21738,2010,Lesotho,426,Female,45,229
21739,2010,Lesotho,426,Female,50,179
21740,2010,Lesotho,426,Female,55,120
21741,2010,Lesotho,426,Female,60,59
21742,2010,Lesotho,426,Female,65,36
21743,2010,Lesotho,426,Female,70,24
21744,2010,Lesotho,426,Female,75,45
21745,2015,Lesotho,426,Both,0,742
21746,2015,Lesotho,426,Both,5,295
21747,2015,Lesotho,426,Both,10,254
21748,2015,Lesotho,426,Both,15,446
21749,2015,Lesotho,426,Both,20,898
21750,2015,Lesotho,426,Both,25,1107
21751,2015,Lesotho,426,Both,30,1249
21752,2015,Lesotho,426,Both,35,1058
21753,2015,Lesotho,426,Both,40,875
21754,2015,Lesotho,426,Both,45,751
21755,2015,Lesotho,426,Both,50,552
21756,2015,Lesotho,426,Both,55,396
21757,2015,Lesotho,426,Both,60,246
21758,2015,Lesotho,426,Both,65,131
21759,2015,Lesotho,426,Both,70,71
21760,2015,Lesotho,426,Both,75,81
21761,2015,Lesotho,426,Male,0,402
21762,2015,Lesotho,426,Male,5,160
21763,2015,Lesotho,426,Male,10,138
21764,2015,Lesotho,426,Male,15,239
21765,2015,Lesotho,426,Male,20,478
21766,2015,Lesotho,426,Male,25,604
21767,2015,Lesotho,426,Male,30,706
21768,2015,Lesotho,426,Male,35,616
21769,2015,Lesotho,426,Male,40,505
21770,2015,Lesotho,426,Male,45,427
21771,2015,Lesotho,426,Male,50,299
21772,2015,Lesotho,426,Male,55,200
21773,2015,Lesotho,426,Male,60,133
21774,2015,Lesotho,426,Male,65,67
21775,2015,Lesotho,426,Male,70,34
21776,2015,Lesotho,426,Male,75,29
21777,2015,Lesotho,426,Female,0,340
21778,2015,Lesotho,426,Female,5,135
21779,2015,Lesotho,426,Female,10,116
21780,2015,Lesotho,426,Female,15,207
21781,2015,Lesotho,426,Female,20,420
21782,2015,Lesotho,426,Female,25,503
21783,2015,Lesotho,426,Female,30,543
21784,2015,Lesotho,426,Female,35,442
21785,2015,Lesotho,426,Female,40,370
21786,2015,Lesotho,426,Female,45,324
21787,2015,Lesotho,426,Female,50,253
21788,2015,Lesotho,426,Female,55,196
21789,2015,Lesotho,426,Female,60,113
21790,2015,Lesotho,426,Female,65,64
21791,2015,Lesotho,426,Female,70,37
21792,2015,Lesotho,426,Female,75,52
21793,2020,Lesotho,426,Both,0,934
21794,2020,Lesotho,426,Both,5,538
21795,2020,Lesotho,426,Both,10,336
21796,2020,Lesotho,426,Both,15,583
21797,2020,Lesotho,426,Both,20,1083
21798,2020,Lesotho,426,Both,25,1547
21799,2020,Lesotho,426,Both,30,1487
21800,2020,Lesotho,426,Both,35,1377
21801,2020,Lesotho,426,Both,40,1119
21802,2020,Lesotho,426,Both,45,942
21803,2020,Lesotho,426,Both,50,752
21804,2020,Lesotho,426,Both,55,541
21805,2020,Lesotho,426,Both,60,379
21806,2020,Lesotho,426,Both,65,225
21807,2020,Lesotho,426,Both,70,113
21808,2020,Lesotho,426,Both,75,104
21809,2020,Lesotho,426,Male,0,500
21810,2020,Lesotho,426,Male,5,288
21811,2020,Lesotho,426,Male,10,180
21812,2020,Lesotho,426,Male,15,306
21813,2020,Lesotho,426,Male,20,568
21814,2020,Lesotho,426,Male,25,833
21815,2020,Lesotho,426,Male,30,830
21816,2020,Lesotho,426,Male,35,791
21817,2020,Lesotho,426,Male,40,639
21818,2020,Lesotho,426,Male,45,529
21819,2020,Lesotho,426,Male,50,401
21820,2020,Lesotho,426,Male,55,269
21821,2020,Lesotho,426,Male,60,203
21822,2020,Lesotho,426,Male,65,112
21823,2020,Lesotho,426,Male,70,52
21824,2020,Lesotho,426,Male,75,36
21825,2020,Lesotho,426,Female,0,434
21826,2020,Lesotho,426,Female,5,250
21827,2020,Lesotho,426,Female,10,156
21828,2020,Lesotho,426,Female,15,277
21829,2020,Lesotho,426,Female,20,515
21830,2020,Lesotho,426,Female,25,714
21831,2020,Lesotho,426,Female,30,657
21832,2020,Lesotho,426,Female,35,586
21833,2020,Lesotho,426,Female,40,480
21834,2020,Lesotho,426,Female,45,413
21835,2020,Lesotho,426,Female,50,351
21836,2020,Lesotho,426,Female,55,272
21837,2020,Lesotho,426,Female,60,176
21838,2020,Lesotho,426,Female,65,113
21839,2020,Lesotho,426,Female,70,61
21840,2020,Lesotho,426,Female,75,68
21841,1990,Namibia,516,Both,0,7212
21842,1990,Namibia,516,Both,5,9394
21843,1990,Namibia,516,Both,10,10874
21844,1990,Namibia,516,Both,15,13393
21845,1990,Namibia,516,Both,20,12406
21846,1990,Namibia,516,Both,25,9807
21847,1990,Namibia,516,Both,30,8634
21848,1990,Namibia,516,Both,35,7811
21849,1990,Namibia,516,Both,40,6989
21850,1990,Namibia,516,Both,45,6093
